Site,Observed,Predicted
3093,20,18.098001655960022
3094,15,14.375519263867394
3095,16,15.0864223247541
3096,16,14.421961552040333
3108,11,18.492230458551816
3109,7,18.849121966806976
3110,22,18.213839707823393
3111,18,20.364809556358786
3112,14,19.90412204622536
3113,13,20.349312225285754
3118,9,19.385068143445423
3119,22,19.422958088729466
3120,28,20.09330649028462
3121,22,19.771367246425402
3122,6,19.966616504529473
3128,18,19.87717872806322
3129,4,12.484742614991212
3130,7,12.646162483097287
3131,17,12.593683630667721
3132,20,13.600002272418479
3133,8,12.704822123420493
3144,13,13.900586702666647
3145,4,13.821329953439264
3146,12,13.812611857001913
3147,5,13.939537815751356
3148,12,18.159787414849415
3149,7,18.19530629146362
3156,7,23.255863450366665
3157,3,22.68991993666635
3158,14,13.923490345568242
3159,1,14.070095587404822
3160,10,13.934651143231015
3161,4,13.82597057874728
3168,9,20.71916106988784
3169,5,20.74969393311438
3170,16,20.810157664333648
3171,2,20.85497002554829
3172,12,20.92909248025739
3173,6,21.14184599438776
3174,13,21.03754948497976
3175,9,21.173180448150873
3176,17,21.138908803052395
3177,5,21.28411071678314
3178,16,18.052258243449966
3179,7,18.038162179970367
3219,1,19.99679574912797
3220,13,20.119897964223526
3221,13,19.984739573861358
3222,7,19.940211397370295
3223,13,19.97845672120891
3277,6,22.856624843547724
3278,10,20.65742950654946
3279,13,20.523041870309587
3280,8,20.619998315577686
3291,16,20.620008619282462
3292,23,20.460168305471207
3293,4,22.416445028438375
3294,20,22.495877966645274
3325,20,14.135637809062587
3326,10,13.241579747874843
3327,12,13.593110086965263
3344,18,23.081216866660593
3345,15,23.547491106789437
3346,16,14.047989435142993
3347,16,13.951847595349214
3348,8,13.966674508219349
3349,20,14.014640792491377
3469,6,25.54715529996767
3470,18,12.77711159049731
3471,12,12.834756800186389
3472,15,12.856857470655106
3521,2,12.999814525538808
3522,16,13.058294834571404
3523,14,12.87877693202649
3524,16,13.271696263652483
3525,17,13.538766441731985
3526,15,13.427405899818384
3527,11,13.493320853841514
3528,14,13.203378490178576
3529,20,13.573610992432522
3542,8,13.921988540057523
3543,3,14.039169641107861
3544,10,14.170338572511078
3560,7,13.221417343883505
3561,10,13.038725323000603
3562,18,13.488189256521203
3622,20,15.519620603139257
3623,10,16.18646837602216
3624,6,15.108406143083986
3625,7,13.535973775015544
3626,18,13.84300907323348
3627,9,13.744445762000048
3638,3,13.118809408702248
3639,8,13.3552142826532
3640,5,12.870781622061356
3641,13,15.103749662815485
3642,6,15.351662511135126
3649,9,14.805955199504329
3650,13,14.15476099182382
3651,2,13.886797431817191
3652,13,14.185436917589529
3653,10,13.799778258448837
3681,18,13.40452251567812
3682,19,13.525441326251487
3683,9,13.264717160709692
3684,8,14.254155456511935
3685,7,14.82177196389425
3686,9,14.428433678117448
3687,21,14.610099950762413
3688,9,15.031264602240718
3689,15,14.34998234001316
3690,9,13.426395640910643
3691,11,13.549720226726832
3692,19,13.7637363627902
3693,9,13.476584219646496
3694,2,11.999832716977624
3695,13,12.4421246357482
3696,26,12.132690846380497
3697,15,12.239549406580872
3698,7,12.660446642928596
3699,9,12.32064415746515
3700,23,14.676507522003556
3701,20,14.894267863058195
3702,7,14.956017653808516
3703,4,14.935351104322999
3704,9,14.838637616708947
3705,11,12.758102360186793
3706,15,13.58045064640579
3707,8,13.231997485186746
3708,7,12.925652730515104
3709,6,13.609342995152643
3710,16,13.234806643896938
3711,24,14.202455791604367
3712,4,14.26315879715168
3713,6,14.05399246992275
3714,8,14.3012560788439
3715,13,14.763721958571637
3716,16,14.0061218008776
3717,7,14.829796026150868
3718,6,14.881120526871166
3719,9,14.641027105872801
3720,13,15.037740885812939
3721,12,15.502093752443148
3722,9,14.920043520492925
3723,6,13.96331891639429
3729,18,13.285228526499559
3730,13,13.879132485432304
3731,12,13.244281714057633
3732,20,13.466787528727625
3733,11,11.795724769140984
3734,11,11.890011942730474
3771,11,13.052910001650277
3772,12,13.128771629714917
3773,8,13.285805622291011
3774,17,13.349890085180242
3775,11,11.60165548834775
3776,11,11.854890973603828
3782,18,11.98715960998763
3783,19,11.674950267577387
3784,17,11.746797424132971
3785,21,11.876646855655281
3786,3,11.399257747876524
3787,13,11.838300256709154
3788,13,11.636220050553675
3789,15,11.641221967463398
3790,14,11.78931891370463
3795,12,11.87327827113754
3796,8,12.463117318709532
3797,13,12.864278507495262
3798,4,12.69776224102179
3803,14,13.270967792024711
3804,9,12.43004611896561
3805,12,12.24428309166761
3806,5,12.452858973353026
3807,19,12.966271500147892
3830,4,11.930852234294923
3831,6,11.704686386382063
3832,9,11.469531047625932
3833,11,12.003550738507345
3834,12,11.928882355214059
3841,5,11.761321894781661
3842,14,11.05989682489014
3843,6,11.601045883740841
3844,12,11.334276441243475
3845,28,11.053725046534048
3846,4,11.30494723216815
3853,3,13.279274185288903
3854,11,13.718864999884245
3855,23,13.258081402769035
3856,3,13.39694114480805
3857,12,13.511829239565884
3869,11,11.515409163479898
3870,3,11.814085062379306
3871,8,11.509203948081343
3872,10,11.70084579183737
3873,13,11.07091813496586
3874,16,10.943525311803416
3875,3,10.815294831462747
3876,5,10.87795669987276
3877,13,11.337227810596058
3878,20,10.877576811899225
3889,15,15.65946863535393
3890,13,15.506579711833906
3891,18,12.80437236004257
3892,9,12.64174570884132
3893,11,12.775427466490006
3894,18,13.065838102479704
3906,7,12.688774411249918
3907,20,15.791788763358001
3908,9,15.959757141841067
3909,2,16.07715618694815
3910,21,16.07207074562348
3911,6,15.863772267140996
3922,20,11.68640178103628
3923,2,12.023937675888165
3924,17,11.989796390870895
3925,22,11.944422692921464
3926,7,12.136185591030701
3927,15,12.798653485324945
3928,13,12.480929385042948
3929,19,12.889023250434212
3930,8,12.889783302638968
3931,12,12.515178337606978
3932,12,12.733274954996821
3933,13,12.662573732345074
3934,28,12.749677000414426
3935,2,13.120314362520954
3936,13,12.6395751735468
3937,11,12.44295321905799
3938,6,12.508504967432991
3939,7,12.33823327177617
3940,16,12.060728553399839
3941,3,11.842585422612414
3942,9,11.905529936948948
3943,19,11.99225111207574
3944,5,12.030537214153671
3945,15,12.295242031027291
3946,17,11.69360983278569
3947,7,11.848947386490726
3948,11,11.922678506036283
3949,21,11.841124621231751
3950,11,11.865615146834141
3951,15,12.579484912073454
3952,20,12.27497743351935
3953,1,12.312699519633838
3959,2,12.923025266449372
3960,9,12.93939394979856
3961,3,16.28654748899826
3967,4,13.065594973830601
3968,11,13.39875187435495
3969,12,13.153497259306015
3970,3,12.94409253272412
3971,6,12.437282053884648
3976,2,12.308400572642393
3977,4,12.720226429553607
3978,12,12.47613210746603
3979,10,12.595837636992277
3980,15,12.547074674638894
3981,18,12.58896567977828
3982,8,12.33170991378812
3983,6,11.953816029062503
3984,26,11.860786994884675
3985,14,12.133229467442563
3986,3,12.075165628688898
3987,18,12.169653047282743
3988,2,11.944571688279256
3989,17,12.450568309107945
3990,7,12.55406244449283
3991,11,12.55157729853766
3992,2,10.74142069634802
4004,15,12.849975770740889
4005,3,12.524867713406012
4006,18,12.418235331855833
4007,9,15.201623512462058
4008,16,15.100290864235497
4009,5,14.95453349660843
4010,1,15.696362716947016
4011,18,15.264474768236633
4012,10,14.609419121030292
4013,14,12.5289280595444
4014,3,12.488505398079548
4046,9,11.713005152563186
4047,12,12.157196920398693
4048,14,12.229924815218512
4049,17,12.007707029568323
4050,6,12.57753673470099
4051,6,12.136523858330975
4052,9,12.259181990010013
4053,12,12.21612878990951
4054,16,12.037560136849415
4055,13,18.449758002309878
4061,15,15.407555226077664
4062,8,15.475892823560105
4063,24,15.189008624428713
4064,2,12.643378019872362
4065,12,12.561778422992282
4066,11,12.566613681349697
4078,6,12.581817275748982
4079,15,12.010196999522742
4080,17,11.971112826232114
4081,4,11.896130309871246
4082,10,11.994680192725127
4094,12,14.72063298536966
4095,2,14.55675315173773
4096,13,12.627157686732538
4097,12,13.420106927020464
4098,7,12.409973309650033
4099,3,12.490807999855694
4100,15,12.78924786001768
4101,14,12.393362759379881
4102,11,13.146953074812696
4103,1,12.544894386573255
4108,5,17.169155375771183
4109,12,17.149136140568686
4110,16,17.213239320471942
4111,17,16.945759414553148
4112,6,12.49597045501142
4113,14,12.454946786352558
4114,8,12.8097028340349
4115,6,12.213185505994314
4116,10,12.364120838018577
4117,10,12.416386185655238
4118,16,12.261025388084315
4119,14,12.776933126028673
4120,13,12.435332025767933
4121,13,10.516778940032433
4122,10,10.793392180524322
4123,10,10.463546304091421
4124,20,10.717805572458767
4125,8,11.495641096836861
4126,2,10.724806914505693
4127,14,13.292440761370193
4128,2,12.579317900310016
4129,7,12.937400891687764
4145,17,12.432904142789768
4146,17,12.532549748980085
4147,12,12.58310021552334
4148,9,13.42392694653525
4149,10,13.019169712037284
4150,14,12.949835141735052
4156,7,11.781470394689881
4157,2,15.569952379791108
4158,15,15.506605014548393
4159,15,15.392251561367818
4160,5,15.503348592561752
4161,13,15.5450187116711
4162,14,12.710297234523837
4163,13,12.824114718796013
4164,14,12.579898928876798
4165,16,12.436468155566839
4166,11,12.541015065415205
4167,18,12.33066001842184
4168,10,12.82178700335748
4169,10,12.359017156615957
4170,20,11.704992483177993
4171,15,11.861682155482365
4172,17,12.105445440780915
4173,8,11.923352046690471
4174,20,15.940599632658781
4175,17,15.784114804559167
4176,8,15.828515524685308
4177,18,15.730331251825941
4178,19,15.946614076495862
4179,10,13.165524149685147
4180,17,13.249398847039618
4181,17,13.718024074144145
4200,7,16.842337571540515
4201,17,12.512700182731034
4202,3,12.840635173155304
4203,13,12.956435194589204
4204,12,12.586658483423369
4205,4,12.70431799967836
4206,11,13.48476014238437
4207,4,13.316848825534846
4208,10,13.50568478682134
4209,10,13.44169335535619
4210,16,13.306220140173444
4220,20,17.528284631136493
4221,12,17.102126153580073
4222,12,17.408278879930105
4223,17,17.43143887434209
4224,1,17.29719389251752
4225,3,12.649244398696256
4232,14,14.804705122128272
4233,5,14.794954122629832
4234,27,14.587463685182811
4235,8,14.465284314826656
4236,8,14.50015162875295
4237,23,14.431085407117713
4256,11,14.062833109106164
4257,22,14.208924567133096
4258,7,15.68049025678108
4259,10,15.591281844384609
4260,7,15.762609385062667
4261,5,15.532211969212602
4262,17,15.540763731035922
4263,3,15.839062641564533
4264,9,15.733581076287232
4265,3,15.888011640418437
4266,11,15.94534409700406
4267,21,18.822071852929973
4273,4,19.06971601970167
4274,7,19.015738021388568
4275,2,18.21263387831043
4276,5,18.42383826408559
4277,18,18.11010793319243
4278,3,18.083636018844025
4293,4,13.498528879413819
4294,8,13.477204183009174
4295,15,13.834894333001603
4296,7,15.80513815361538
4297,22,16.556087661172345
4313,9,19.031073562903927
4314,4,17.69819909732929
4315,3,19.440657972858162
4316,6,19.089358071959428
4317,4,19.101852014817396
4360,12,17.005489352235617
4361,13,16.80309466358455
4362,10,16.69763414569268
4363,15,17.08244130927407
4364,18,19.585738565022282
4365,13,19.08110890534094
4366,21,19.35236748108177
4367,17,19.18882479419596
4368,14,19.255057151542637
4369,15,12.935812783652187
4370,5,12.97932344442946
4371,12,12.96631539795911
4372,8,13.132505185034315
4373,11,12.980367692836507
4401,11,18.478656799605776
4402,14,18.255757866301753
4403,6,18.180991593474452
4433,10,15.850212942023125
4434,13,15.984116433599006
4435,16,16.682706242867706
4436,8,16.79945492504206
4437,6,16.35411758028671
4438,11,16.895703637018855
4439,6,16.15143535272644
4440,5,16.45991658312162
4441,16,18.3893822372923
4462,11,15.995104999408126
4463,5,15.867043271962256
4464,18,15.566697932359808
4465,6,18.05332597445979
4488,4,17.986203687077797
4489,9,17.979720884866683
4490,12,19.486546548544847
4495,11,19.990646373385864
4496,5,19.557903345697273
4497,4,19.831131297228584
4498,14,21.162241550675915
4499,3,21.241031362147798
4500,8,21.028662392230576
4506,2,17.221991034360315
4507,7,17.426157987468883
4508,15,17.24318603806857
4509,1,14.61413386100277
4510,7,14.823911093127908
4545,1,15.941000879154844
4546,10,16.48130056169961
4547,13,15.774110627971998
4548,15,18.35811754567066
4549,2,18.310855195014454
4575,15,15.454293579923043
4576,4,15.917996265668183
4577,10,15.422778714854498
4578,7,15.48008341994517
4579,13,15.4373766124945
4580,19,15.493818323288712
4633,4,22.76922857510382
4634,22,22.422168030695182
4635,6,22.031154634663835
4636,12,14.327914948308614
4666,16,24.230288639069045
4667,14,23.182442328047582
4668,18,22.621719264820108
4669,13,23.1383785294837
4670,13,23.401158034210408
4671,20,22.630490792491543
4672,10,22.690215227220186
4673,11,22.62322634533042
4674,8,22.6933359116034
4675,4,24.164960376709185
4772,17,15.266433282052972
4773,16,14.982381296181057
4774,13,15.091806071643795
4775,12,14.880533843331792
4776,4,14.791889440175092
4777,17,15.140972078992968
4778,9,14.878134036223125
4779,15,14.920594496354926
4780,10,15.53856965179307
4781,9,15.669231652639665
4812,17,16.10912622020802
4813,15,16.169899080391996
4814,1,16.114954319640898
4829,13,14.18082557127623
4830,15,14.183349430955815
4831,17,14.39853007894738
4832,9,14.660263605654716
4903,8,10.255901025153161
4904,5,10.281151799395225
4905,10,10.394080567350551
4906,9,10.631380049933119
4907,11,10.607764295926213
4908,24,10.690998593529942
4919,12,11.028862961769653
4920,17,10.595388973291358
4921,10,10.754573395246647
4922,8,10.529271207212872
4923,18,10.396387917054206
4930,15,11.417346488915191
4931,16,10.563403985300825
4932,6,10.92113945288329
4933,10,10.769734716359448
4975,2,10.082200844548519
4976,18,9.922729657301963
4977,2,10.026227197813915
4978,12,9.849345531330359
4979,9,9.799308331923578
4980,1,11.082836522517283
4981,16,11.431794604919403
4982,9,11.15362844957303
4983,19,11.196775266136761
4984,9,11.53638820027693
4985,8,11.096252017575766
4986,14,10.163509193404924
4987,12,10.233513416178479
4988,5,10.21545277693651
4989,6,10.073296189833826
4990,13,9.028689252236436
4991,13,9.397292087932
4992,4,9.189087745620252
4993,5,9.251797263271472
4994,11,9.431187171359207
4995,10,9.148090828784978
4996,3,10.441606126746347
4997,4,10.282199277095671
4998,7,10.500230727197188
4999,13,10.498395964491419
5000,17,10.53452956743376
5001,12,9.756115499363304
5002,2,9.812863021934742
5003,11,9.897989325150734
5004,8,9.653790847409043
5005,4,9.505131637147139
5006,4,9.933392901085725
5013,16,10.132199064882013
5014,14,10.087061775336277
5015,22,10.262754254361285
5016,8,10.245781391461556
5017,7,10.239385581751323
5018,5,10.080110436024572
5055,4,9.291149047214251
5056,8,9.628571675924707
5057,12,11.30968441064597
5058,8,11.560607777207355
5059,17,11.272925688894661
5060,14,11.625347283744752
5066,4,9.167480217205547
5067,12,9.38901104008066
5068,12,9.715313055155708
5069,13,9.642746959806043
5070,4,9.629072122673678
5071,10,9.936701376821636
5072,3,9.79371537153029
5081,13,11.159932220789964
5082,7,11.15062666631602
5083,11,11.087116272681273
5084,8,11.131065541040398
5113,12,9.903301766596975
5114,14,9.898058366667916
5115,12,9.933381371551215
5116,2,11.19348412344106
5117,24,11.271631513535683
5118,3,11.150529617900611
5119,23,11.127357727477987
5120,13,11.261743968957418
5121,4,11.07737620634197
5122,18,9.626253910330751
5129,12,11.728039674950502
5130,6,11.629376990519246
5131,10,12.128973350922232
5132,15,11.59036023088749
5133,13,10.283669277360108
5149,12,9.293384613128987
5150,10,9.728166757915389
5151,8,9.74836769577263
5152,7,9.500532503244395
5153,12,9.380462972007855
5159,4,9.860144124598227
5160,2,9.801447012184882
5161,15,9.775332725635872
5162,3,9.8352722689411909
5163,20,10.549913375669396
5164,3,10.535227163850758
5177,16,11.927965374426806
5178,11,11.420949704278835
5179,6,10.037327286049395
5180,11,10.289242710169228
5181,13,10.332589191839071
5182,13,10.3679652014764
5188,10,10.002294744862628
5189,11,10.00228189897321
5190,9,10.457756863912902
5191,7,10.362502474108036
5192,3,10.169327759101243
5193,9,10.209290880624598
5199,9,9.226978819180973
5200,17,8.915610046843872
5201,10,9.312377175543118
5202,9,9.352878766458376
5203,16,9.252175095316671
5204,5,9.264386533028748
5226,18,11.934171664329911
5227,12,11.838091902888332
5228,15,12.19755514134441
5229,1,12.050367070367304
5230,4,12.11790311296347
5231,16,11.850890411796549
5232,11,11.557018437227919
5233,13,12.063071402670003
5234,1,12.159962169265317
5235,12,11.904175659231491
5242,12,10.97658063505656
5243,6,10.729977031234304
5244,5,10.29737664809491
5245,13,11.042412357514273
5246,2,10.515609679151828
5247,11,9.676045862152149
5248,8,9.663422692410522
5249,13,9.252638964774631
5250,15,9.47973062653174
5251,3,9.716062753111565
5252,7,9.390579294258952
5258,6,12.247232867554597
5259,12,9.817707321899961
5260,17,9.93077826494635
5261,10,9.7191734151171
5267,4,10.885407953341483
5268,2,11.468213489155247
5269,11,10.998337784510719
5270,2,12.046914829661855
5271,11,12.494708180045606
5276,2,10.052757198348905
5277,10,10.633146480678985
5278,3,10.185921251321247
5279,6,10.44158483112962
5280,11,10.391878264605024
5281,2,9.985646600519937
5282,14,10.542451596643398
5283,4,10.106843889392175
5284,4,10.514606073634889
5285,2,10.136347331053004
5286,14,10.153977114002572
5287,3,10.147755999356027
5288,13,10.277518227736929
5289,7,10.018445189675374
5290,3,10.159150849029492
5291,6,10.006716686592041
5292,6,9.262856053140327
5311,9,9.723665073936344
5312,11,9.776703597166364
5313,13,9.836171247992006
5314,23,9.88583018116465
5315,5,12.512657089852343
5316,10,12.639310509532404
5317,8,12.675097880567767
5318,17,12.470489081391866
5319,2,13.03459781684387
5320,14,12.343345667074
5349,2,11.495085769988208
5350,9,10.772635012830213
5351,10,10.691616284073376
5352,1,10.729372825780214
5353,8,10.740177991187663
5354,13,8.901636038762978
5361,4,9.416044711697626
5362,12,9.176004392407421
5363,10,9.849902376511226
5364,3,9.829656533683055
5365,5,9.703762147547613
5372,6,11.548508077940289
5373,3,10.888566533764275
5374,12,9.974904129507712
5375,6,9.752384876807378
5376,17,9.898180059845316
5377,10,9.621769670659779
5387,11,9.731103761914948
5388,19,9.824627068362416
5389,10,9.654671207893998
5390,5,10.037850216965131
5391,12,9.838319324779482
5392,4,13.708465458300445
5393,7,13.425961325789505
5394,16,14.01000071191321
5395,3,13.504515911775185
5396,17,10.152685980733056
5397,7,10.245699465618758
5398,1,10.09006842285289
5399,12,10.26799995098055
5400,1,10.176054216523209
5401,12,10.168792242823674
5402,8,10.1290295791331
5403,7,10.265532366698732
5415,15,12.410705687644661
5416,8,12.252188060720224
5417,10,10.061071502898042
5418,11,10.221244819957864
5419,5,9.963907566855429
5420,8,9.929895513067269
5421,12,9.923626838733412
5422,10,9.890581915390856
5423,10,10.069934316851386
5424,11,9.948529470881569
5425,8,9.900778782713381
5426,10,9.900025781957524
5427,11,9.928423717067943
5428,8,9.97279545944365
5429,7,10.289388870174806
5430,8,10.057880704382585
5431,10,10.245382219110251
5432,3,10.229278745107134
5433,4,10.01463662292061
5434,14,10.485661234349747
5435,3,10.497427068511309
5436,11,9.961872532862177
5437,11,10.341220601277824
5438,10,10.124146981756548
5456,3,9.363615247004656
5457,12,10.292580779737262
5458,10,9.892949873702165
5459,4,10.059860929608462
5460,8,9.793495303146448
5461,14,10.147970797626526
5462,5,9.953769991985208
5463,12,10.455183514693598
5464,5,10.24464709327104
5465,14,10.145821242242452
5466,3,10.182191367557932
5476,8,10.89000259456592
5477,3,11.546825595816177
5478,5,11.482052027938218
5479,10,11.046205972581989
5480,10,10.414236294571424
5481,8,10.153777586276739
5482,6,10.457378063952728
5483,11,10.255206199011102
5484,4,10.067079239829765
5485,15,9.507512691683313
5496,8,9.94620688917576
5497,5,9.971802430040084
5498,8,9.809773037477923
5499,8,10.306569716129893
5500,15,9.96643113183171
5501,8,10.029554611338412
5502,3,9.50609381725366
5503,13,9.641482008727992
5504,4,9.524557332149673
5505,20,9.794127646504661
5506,10,9.504645605368943
5569,14,11.641745002245742
5570,13,11.731792357060035
5571,7,11.540292554423107
5572,14,11.703999336647854
5573,15,11.630326270912617
5574,4,9.56736047489897
5581,10,10.9407998270384
5582,7,10.641928214889639
5583,11,10.884049039360704
5584,6,10.80780869813221
5585,12,11.60063057549502
5586,2,11.375503798454226
5608,14,9.47714101501648
5609,4,9.67506493272617
5610,10,9.745442512120615
5616,3,10.320568566776041
5617,16,10.482077787309075
5618,9,10.518656489776662
5619,10,10.770431091389154
5620,6,10.635118600072504
5621,3,10.463008407741327
5622,8,10.700602656042626
5623,11,10.42573083795845
5624,9,10.70477317475013
5625,5,9.94034426650711
5626,8,10.202063136827958
5627,18,10.007208691122234
5628,7,9.734117712413825
5629,5,9.954767641184551
5630,4,13.288266329537606
5631,10,13.488094076433518
5632,11,13.38556293162769
5633,8,13.398167541283268
5673,7,14.369984859427248
5674,7,13.340623711740697
5675,9,13.627253741710671
5676,13,13.08357606483665
5677,10,13.280721125461591
5678,8,13.145261561816538
5714,12,14.360855082077359
5715,7,14.000345528997926
5716,2,14.513263015301382
5717,11,14.094216796923318
5718,8,14.403558482393235
5719,5,16.6471665821617
5720,1,16.497766818622303
5721,13,16.54018500744674
5722,14,16.778684932943953
5723,7,16.250925407769806
5724,2,16.40489440893711
5725,12,16.280982677124747
5760,9,13.860665084941905
5761,4,13.572533676301754
5762,9,13.342566433237419
5763,9,12.151069093968271
5764,7,12.00798480733437
5765,9,12.37154144959879
5777,6,11.602731935667936
5778,8,10.74552721803253
5779,9,10.870178602209036
5780,11,11.01013725682499
5781,6,10.773065255039212
5788,5,13.963623727244418
5789,6,13.525955622607155
5790,2,17.85246564328335
5791,16,18.210282387604384
5792,5,17.430706388460997
5816,4,17.43895730840791
5817,12,10.934393382906832
5818,10,11.343500379385892
5829,8,15.968426169978349
5830,1,16.187097049901677
5831,7,15.680755101081981
5832,6,15.88759003660865
5833,11,15.746119028491474
5834,3,15.6983373454513
5835,9,15.994171801896433
5836,11,16.611688738458188
5837,9,16.086865153750534
5838,2,17.37234352505677
5839,8,16.877021609322654
5840,12,17.633716619986217
5841,8,17.256743486853814
5842,12,16.75440560731357
5848,11,16.13645333782257
5849,13,11.878815667222543
5850,4,11.973269115271313
5851,5,11.904529627044598
5852,5,11.710719230210781
5853,5,12.113509733911613
5854,13,11.69186108412278
5855,11,15.47046680266715
5856,10,15.514625321743313
5857,9,15.648229258409119
5929,7,19.52952382460541
5930,5,19.401430317224776
5931,11,19.632451960841514
5932,4,19.925716224974405
5933,7,19.92267830349702
6004,8,21.83148026909362
6005,10,22.017648395563075
6006,4,21.78017026698772
6007,7,21.49611777996324
6038,2,11.766833813623434
6056,6,11.490382031006476
6057,1,11.672503369708252
6058,1,11.676163704510293
6078,6,12.06616098135367
6079,5,11.545872395294156
6080,8,11.617843936843174
6081,9,11.685897618231625
6082,3,11.818067355115625
6083,7,11.891911915788505
6084,6,11.980597262215706
6119,4,13.396626480019805
6120,4,13.444035520834651
6121,6,13.4122546308953
6154,8,10.9717366867493
